"Keywords","Domain","Last Update Date (data)","Downloads","U ID","Description","Creation Date","Visits","Name","ContactEmail","Owner","Category","Type","Frequency","Department","Derived View"
"purchase power agreements,renewable energy,energy","data.austintexas.gov","08/02/2016 03:42:19 PM +0000","18","jttf-iwhx","Austin Energy set a goal that 35% of energy delivered to customers will come from renewable resources by 2020. Download type, capacity, term, and more for each of Austin Energy’s agreements to purchase power generated by wind, solar, and biomass; Austin Energy has approximately 850 megawatts of wind power through purchase power agreements with terms ranging from 10 to 25 years, and one short-term agreement. Austin Energy set a goal that 35% of energy delivered to customers will come from renewable resources by 2020. In January 2013, two new wind contracts went online adding an additional 293.9 megawatts of wind power.  Additionally, Austin Energy is purchasing energy produced from the 30 megawatt Webberville Solar Project and a 100 megawatt biomass plant which went online in June 2012. Purchase power agreements for wind, solar and biomass power will bring our renewable portfolio to 23% by the end of 2013. In June 2013 the Austin City Council approved three new wind contracts totaling 570 megawatts which will put the utility four years ahead of schedule for meeting its 35% renewable energy resources goal by 2020.; Specific information related to purchase power agreements, such as pricing information, is confidential and excepted from disclosure under the Texas Public Information Act.","08/02/2016 03:42:09 PM +0000","11","Purchase Power Agreements","","Elaine Lee","Utility","table","As Needed","Austin Energy","false"
"","data.austintexas.gov","05/21/2016 07:45:40 PM +0000","0","2kgy-yhih","","05/21/2016 07:45:40 PM +0000","78","EMS Director's Message","","jesse.rodriguez","","story","","","false"
"","data.austintexas.gov","04/27/2016 03:16:42 PM +0000","0","pnxu-zvzi","","04/27/2016 03:16:42 PM +0000","20","FY 2015_Indicator_APL_CIRCULATION PER CAPITA","","JillioG","","story","","","false"
"atcems,communications,ems,911","data.austintexas.gov","09/10/2016 03:30:15 PM +0000","7","8ac6-bbdk","Data contained in this table documents Austin-Travis County EMS (ATCEMS) Communications Center workload and performance. ; Data contained in this table comes from several sources: ; •	911 Call Count and Grade of Service are obtained from the ECaTS reporting system provided by the Capital Area Council of Governments (CAPCOG); •	Call Processing Interval is calculated using data from the department Computer-Aided Dispatch (CAD) data warehouse; •	MPDS Compliance is calculated by the Advanced Quality Assurance (AQUA) system used by Communications Center personnel to assess center performance; •	Performance targets are determined by ATCEMS management.","07/06/2016 02:46:12 PM +0000","77","2015 911 Calls Received","","hfunk","Public Safety","chart","Monthly","Emergency Medical Services","true"
"atcems,communications,ems,911","data.austintexas.gov","09/10/2016 03:30:15 PM +0000","3","9uxi-gbzr","Data contained in this table documents Austin-Travis County EMS (ATCEMS) Communications Center workload and performance. ; Data contained in this table comes from several sources: ; •	911 Call Count and Grade of Service are obtained from the ECaTS reporting system provided by the Capital Area Council of Governments (CAPCOG); •	Call Processing Interval is calculated using data from the department Computer-Aided Dispatch (CAD) data warehouse; •	MPDS Compliance is calculated by the Advanced Quality Assurance (AQUA) system used by Communications Center personnel to assess center performance; •	Performance targets are determined by ATCEMS management.","08/17/2016 09:42:48 PM +0000","24","EMS - Grade of Service","","Austin-Travis County EMS","Public Safety","chart","Monthly","Emergency Medical Services","true"
"311,3-1-1,csr,sr,service request,service requests,austin311,austin 311","data.austintexas.gov","10/03/2016 02:50:23 AM +0000","18","mskj-2b9m","Data collected from CSR production system. ; Data begins 01/03/2014 and is refreshed daily at 4:00am; For more info: http://austintexas.gov/department/311/socrata","06/09/2016 08:10:43 PM +0000","40","Graffiti Abatement by Council District to Present","","Austin 311","Government","filter/grouped","Daily","Austin Energy","true"
"atcems,communications,ems,911","data.austintexas.gov","09/10/2016 03:30:15 PM +0000","3","ajh5-mwjb","Data contained in this table documents Austin-Travis County EMS (ATCEMS) Communications Center workload and performance. ; Data contained in this table comes from several sources: ; •	911 Call Count and Grade of Service are obtained from the ECaTS reporting system provided by the Capital Area Council of Governments (CAPCOG); •	Call Processing Interval is calculated using data from the department Computer-Aided Dispatch (CAD) data warehouse; •	MPDS Compliance is calculated by the Advanced Quality Assurance (AQUA) system used by Communications Center personnel to assess center performance; •	Performance targets are determined by ATCEMS management.","08/17/2016 09:37:19 PM +0000","33","EMS - Average Call Processing Time","","Austin-Travis County EMS","Public Safety","chart","Monthly","Emergency Medical Services","true"
"capital improvement program,cip,public works","data.austintexas.gov","04/15/2016 01:44:56 PM +0000","2","h7uz-4d5f","Public Works manages the City's Capital Improvement Projects through all phases of design, construction and inspection. This list, updated monthly, shows projects that are currently managed by the Public Works department, including information such as the location, project name, description, construction cost estimate, current phase, project contact and contact email; Last Updated: April 14, 2016","09/13/2016 04:44:35 PM +0000","8","Capital Projects Managed by Public Works","","Megan Kovalcik","Government","filter/grouped","Monthly","Public Works","true"
"ems,atcems,fleet","data.austintexas.gov","09/10/2016 03:30:12 PM +0000","4","ee2t-cerf","This table contains data on maintenance of the department response fleet – ambulances, command trucks, and utility vehicles.  It includes the number of vehicles due for preventative maintenance each month, and the percentage that are serviced.  The data is broken out by the three vehicle types in addition to describing overall performance.","08/15/2016 04:06:52 PM +0000","23","EMS - Utility Fleet Service","","Austin-Travis County EMS","Public Safety","chart","Monthly","Emergency Medical Services","true"
"ems,atcems,fleet","data.austintexas.gov","09/10/2016 03:30:12 PM +0000","5","inwe-4jh8","This table contains data on maintenance of the department response fleet – ambulances, command trucks, and utility vehicles.  It includes the number of vehicles due for preventative maintenance each month, and the percentage that are serviced.  The data is broken out by the three vehicle types in addition to describing overall performance.","08/15/2016 04:04:37 PM +0000","17","EMS - Ambulance Maintenance","","Austin-Travis County EMS","Public Safety","chart","Monthly","Emergency Medical Services","true"
"ems,atcems,fleet","data.austintexas.gov","09/10/2016 03:30:12 PM +0000","4","ksey-s5x8","This table contains data on maintenance of the department response fleet – ambulances, command trucks, and utility vehicles.  It includes the number of vehicles due for preventative maintenance each month, and the percentage that are serviced.  The data is broken out by the three vehicle types in addition to describing overall performance.","08/15/2016 04:05:32 PM +0000","21","EMS - Command Vehicle Service","","Austin-Travis County EMS","Public Safety","chart","Monthly","Emergency Medical Services","true"
"transportation,mobility,transit,traffic signals,roadways,intersections","data.austintexas.gov","10/02/2016 03:05:04 PM +0000","151","5zpr-dehc","**This dataset is under active development and is subject to change at any time**  This dataset captures the operation status of traffic signals in Austin, TX; This product is for informational purposes and may not have been prepared for or be suitable for legal, engineering, or surveying purposes. It does not represent an on-the-ground survey and represents only the approximate relative location of traffic signals.","05/10/2016 02:17:24 PM +0000","567","Traffic Signal Status [BETA]","","John Clary","","table","Hourly","Austin Transportation","false"
"transportation,transit,mobility,traffic signals,pedestrians","data.austintexas.gov","10/03/2016 03:00:03 AM +0000","20","n5kp-f8k4","**This dataset is under active development and is subject to change at any time**  This dataset logs activities related to the automated publication of Austin Transportation datasets.","09/08/2016 07:38:29 PM +0000","189","Transportation Data Publication Log [BETA]","","John Clary","","table","Hourly","Austin Transportation","false"
"311,3-1-1,csr,sr,service request,service requests,austin311,austin 311","data.austintexas.gov","10/03/2016 02:50:23 AM +0000","4","55qv-542d","Data collected from CSR production system. ; Data begins 01/03/2014 and is refreshed every half-hour; For more info: http://austintexas.gov/department/311/socrata","09/02/2016 01:39:23 PM +0000","28","Graffiti Abatement 09.2014 Onward District 10","","Austin 311","Government","map","Daily","Austin Energy","true"
"311,3-1-1,csr,sr,service request,service requests,austin311,austin 311","data.austintexas.gov","10/03/2016 02:50:23 AM +0000","5","5ixk-ie95","Data collected from CSR production system. ; Data begins 01/03/2014 and is refreshed every half-hour; For more info: http://austintexas.gov/department/311/socrata","09/02/2016 01:14:29 PM +0000","34","Graffiti Abatement 09.2014 Onward District 2","","Austin 311","Government","map","Daily","Austin Energy","true"
"311,3-1-1,csr,sr,service request,service requests,austin311,austin 311","data.austintexas.gov","10/03/2016 02:50:23 AM +0000","4","5nhm-y5kz","Data collected from CSR production system. ; Data begins 01/03/2014 and is refreshed every half-hour; For more info: http://austintexas.gov/department/311/socrata","09/02/2016 01:26:15 PM +0000","36","Graffiti Abatement 09.2014 Onward District 5","","Austin 311","Government","map","Daily","Austin Energy","true"
