U ID,Derived View,Domain,Type,Name,Description,Creation Date,Last Update Date (data),Category,Keywords,Downloads,Visits,Department,Owner,ContactEmail,Frequency
hcnj-rei3,false,data.austintexas.gov,table,2014 Housing Market Analysis Data by Zip Code,"This dataset is taken from the 2014 Comprehensive Housing Market Analysis for the City of Austin (available here: http://www.austintexas.gov/sites/default/files/files/NHCD/2014_Comprehensive_Housing_Market_Analysis_-_Document_reduced_for_web.pdf) and documents demographic and housing summary data for each zip code in Austin. The purpose of this data is to provide a snapshot of housing affordability along with indicators of demographic diversity, gentrification, transportation costs, and transit access at the neighborhood level. The appendix of the Housing Market Analysis, which contains this data, can be found here: http://www.austintexas.gov/sites/default/files/files/NHCD/2014_Comprehensive_Housing_Market_Analysis_-_Appendix_reduced_for_web.pdf.",08/04/2015 05:25:40 PM +0000,08/07/2015 05:31:22 PM +0000,Neighborhood,"housing market study,affordability,housing",323,790,Neighborhood Housing and Community Development,Lauren,,As Needed
k34s-xxms,false,data.austintexas.gov,map,AWU Service Area Impact Fee Boundary,"This polygon delineates the boundary wherein the Austin Water Utility (the City of Austin) intends to serve water, wastewater, and reclaimed water, and wherein it will charge a fee (impact fee) for connecting to their systems.",07/27/2015 04:36:28 PM +0000,,Government,"austin,water,utility,service,area,impact,fee,boundary",100,766,Communication and Technology Management,Bruce Bacia,,As Needed
3mas-mav5,true,data.austintexas.gov,data_lens,Google Analytics Sessions on Austintexas.gov,"This data, exported from Google Analytics, demonstrates group of interactions that took place on Austintexas.gov pages within a one-month time frame. A single session can contain multiple screen or page views, events, social interactions, and ecommerce transactions.",04/17/2015 01:45:25 PM +0000,09/06/2016 07:12:06 PM +0000,,,4,600,,AustinGo,,
7ujt-xn2d,true,data.austintexas.gov,chart,2006 Bond Spending Summary - FY 2015 Q2,"The table provides spending details on the City’s voter-approved bond programs. The information summarizes spending by fiscal year quarter starting with FY 13 Q3. Please see the Capital Planning Office website, www.austintexas.gov/cip, for more information about the City’s voter-approved bond programs. The fiscal year begins October 1 and ends September 30. The first fiscal quarter is October through December; the second quarter is January through March; the third fiscal quarter is April through June; and the fourth fiscal quarter is July through September. The following are definitions of terms used in the table. Allocated: The amount of funds designated by the City of Austin Budget Office to be spent per reporting category or proposition. Allocated funds are tied to bond sales, which must be performed in $5,000 increments. Appropriated: City Council authorizes the appropriation of funds, which gives staff the legal authority to expend the funds for a specific purpose. City Council may approve multiple installments of funding throughout the project’s phases. Available: The amount of funds allocated minus the amount encumbered and expended. Encumbered: Commitments made to unperformed contracts for goods or services. Expenditure: Funds that have been paid for goods or services.",05/11/2015 08:09:35 PM +0000,06/30/2016 08:44:35 PM +0000,Capital Planning,"cip,bond,bonds",36,310,Management Services,Ashley Parsons,,Quarterly
wter-evkm,false,data.austintexas.gov,table,Austin Animal Center Intakes,"Animal Center Intakes from Oct, 1st 2013 to present. Intakes represent  animals brought to the center by citizens or Animal Services staff.  Animals may be brought to the center as lost, injured or for the purpose of adoption. Animals may also be brought to the center as Public Assist.  The found location is often only an estimation of where the animal was found.  All animals receive a unique Animal ID during intake.

This data set replaces all previous Animal Center Intakes data sets.

THIS DATA SET IS STILL IN BETA.",10/19/2015 08:16:34 PM +0000,10/03/2016 02:19:16 AM +0000,Health,"intakes,animal,cat,dog,pet,no kill,stray,surrendered,lost,found",524,2433,Animal Services,duron,,Hourly
xf72-sbj4,false,data.austintexas.gov,table,Austin Digital Assessment - Aggregated Responses by Geography,"The 2014 Austin Digital Assessment Project was supported by the Telecommunications & Regulatory Affairs Office of the City of Austin, the Telecommunications and Information Policy Institute at the University of Texas, and faculty and graduate students from the Department of Radio, Television, and Film and the University of Texas. This dataset includes the individual survey responses. To see aggregated dataset weighted to reflect Austin demographics, refer to the attached document",07/10/2015 06:52:50 PM +0000,07/10/2015 06:54:14 PM +0000,Workforce Development,"technology,digitalinclusion,public access,training,literacy,online.community",189,791,Telecom & Regulatory Affairs,Sharla Chamberlain,,As Needed
f6zc-2axv,true,data.austintexas.gov,data_lens,Austintexas.gov Social Network Referrals,"This data, exported from Google Analytics, demonstrates group of interactions that took place on Austintexas.gov pages. A single session can contain multiple screen or page views, events, social interactions, and ecommerce transactions. Pageviews represent a view of a single page. The session duration is the length of time that a visitor remained on Austintexas.gov, and the pages per session show the number of pages they visited during that time.",04/17/2015 03:04:46 PM +0000,07/13/2015 07:42:31 PM +0000,Government,,2,529,,AustinGo,,
g8u4-6r6x,false,data.austintexas.gov,story,Increased Flood Protection for Structures/Roadways,,05/10/2016 07:02:40 PM +0000,05/10/2016 07:02:40 PM +0000,,,0,245,,jesse.rodriguez,,
wr7f-jdtu,false,data.austintexas.gov,table,Austin Energy GreenChoice Sales,"Austin Energy’s GreenChoice program is the nation’s most successful utility-sponsored, voluntary green-pricing energy program. Customers who subscribe to GreenChoice pay a renewable energy charge in place of the utility's current fuel charge. Austin Energy led all 850 utility-sponsored programs in the country in 2010 for the most sales of renewable energy for the ninth year in a row. Beginning Oct. 1, 2011, the City of Austin switched to 100% clean, renewable energy – becoming the largest local government in America to power all of its facilities with 100% green energy.",12/16/2011 01:43:41 PM +0000,05/16/2016 09:36:06 PM +0000,Utility,"greenchoice,green choice,wind,texas wind,wind energy,renewable,renewable energy",222,594,Austin Energy,Shannon Wisner,,Annually
7zs7-j4j2,false,data.austintexas.gov,map,Control Point,Each point in this feature class represents a City of Austin Survey Control point. These survey control points are being placed throughout the city to aid surveying.,05/28/2015 06:51:55 PM +0000,,Geodata,"control point,datum",146,679,Communication and Technology Management,Ben Vanderford,,As Needed
d7k5-jyb8,false,data.austintexas.gov,table,Draft Imagine Austin Indicators,"The Imagine Austin comprehensive plan calls for an analysis and assessment of indicators or metrics that can be used to measure progress after the plan's fifth year.  Many of the indicators were suggested and not completely scoped, and some were aspirational, or not measurable at the time.  The indicators presented here are those that staff proposes for intense analysis after year five.  The associated data was the most current at the time collected, and serves as a baseline to compare to future numbers.  The ""Additional Indicators"" available at https://data.austintexas.gov/Government/Draft-Additional-Imagine-Austin-Indicators/7dis-buys includes many of the other indicators in the plan.  These are primarily tracked by other entities, or not deemed as highly relevant and therefore may not receive the same level of analysis.  Indicators may be revised as new techniques or data become available.",07/03/2013 02:11:53 PM +0000,07/18/2013 03:18:39 PM +0000,Government,"urban,planning,comprhensive,plan",240,596,Planning and Development Review,Paul Frank,,As Needed
ayav-qckq,true,data.austintexas.gov,map,Building Permits Issued in 2015,"List of Building, Electrical, Mechanical, and Plumbing Permits and Driveway/Sidewalk Permits issued by the City of Austin.  Includes relevant details such as issue date, location, council district, expiration date, description of work, square footage, valuation, and units.",03/11/2016 03:14:50 PM +0000,10/02/2016 09:24:54 AM +0000,Permitting,"building,electrical,mechanical,plumbing,permits,driveway,sidewalk,development,services,land development code,permit center,one texas center",248,873,Planning and Development Review,Julia,,Daily
gt3n-akq9,false,data.austintexas.gov,table,The Austin Internet and Global Citizens Project (2010-2011),"Technology ascertainment study administered in 2010 through the City’s Office of Telecommunications and Regulatory Affairs (TARA) in partnership with The University of Texas at Austin to better understand community technological needs and desires. 

Download the attached files from the Metadata to view the survey questionnaire (PDF) or the Data Map (xls) which includes the variable names with labels from the questionnaire.",03/05/2012 03:17:00 PM +0000,03/05/2012 03:28:03 PM +0000,,"public,internet,citizens,digital,inclusion,technology",217,631,Other,opendataatx,,As Needed
6s5y-evgf,false,data.austintexas.gov,table,Building a Better Austin: Action Steps,"Action steps for Development Services Department (DSD) and  Planning and Zoning Department (PAZ) to address the Zucker final report received in May 2015.

Additional information is located at www.austintexas.gov/roadmap.",07/10/2015 04:24:23 PM +0000,04/13/2016 08:52:34 PM +0000,Government,"zucker,action plan,dsd,paz,development,services,planning,zoning,permitting,building,permits,site plan,subdivision,historic,one stop shop,one texas center,land development code,pdr,pdrd",246,706,Development Services,Julia,,As Needed
p2uq-mkbt,false,data.austintexas.gov,map,Lakes,"This layer depicts the Colorado River system of reservoirs as it travels through Travis County. Additionally there is a representation of the major lake body, Walter E Long Lake. 
This product is for informational purposes and may not have been prepared for or be suitable for legal, engineering, or surveying purposes. 
It does not represent an on-the-ground survey and represents only the approximate relative location of property boundaries. 
This product has been produced by the Communications and Technology Department for the sole purpose of geographic reference. 
No warranty is made by the City of Austin regarding specific accuracy or completeness.",03/05/2015 08:26:39 PM +0000,,Environmental,lakes,407,623,Communication and Technology Management,Bruce Bacia,,Monthly
5t3j-7u8t,false,data.austintexas.gov,map,Austin Energy Service Area,City of Austin Electric Utility Service Area. This layer should not be considered the definition of source for a utility service provider. Further research should be conducted to determine the responsible entity for electric service. This data has been produced by the City of Austin for the sole purpose of aiding internal processes and is not warranted for any other use. No warranty is made by the City of Austin regarding its accuracy or completeness. Acknowledgment of the City of Austin Communications and Technology Management GIS Division and Austin Energy would be appreciated in products derived from these data.,03/05/2015 04:07:50 PM +0000,,Utility,"energy,electric,utility,service,area",137,926,Communication and Technology Management,Aubrey Drescher,,As Needed
wqcy-qj98,true,data.austintexas.gov,data_lens,Austintexas.gov  - Top 50 Pages,"This data, exported from Google Analytics displays the most popular 50 pages on Austintexas.gov based on the following: 
Pageviews: The total number of pages viewed. Repeated views of a single page are counted.
Unique Pageviews: The number of visits during which the specified page was viewed at least once. A unique pageview is counted for each page URL + page Title combination.
Average Time on Page: The average amount of time users spent viewing a specified page or screen, or set of pages or screens.
Entrances: The number of times visitors entered your site through a specified page or set of pages.
Bounce Rate: The percentage of single-page visits (i.e. visits in which the person left your site from the entrance page without interacting with the page).
Percent Exit: (number of exits) / (number of pageviews) for the page or set of pages. It indicates how often users exit from that page or set of pages when they view the page(s).",04/21/2015 04:05:22 PM +0000,07/06/2016 07:04:52 PM +0000,,,4,562,,AustinGo,,
